State Code,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI
12,100,1.625,3,4,4
12,100,1.333333,2,7,3
12,100,0.75,1,0,1
12,100,0.333333,1,9,1
12,100,0.958333,2,12,3
12,92,0.409091,1,0,1
12,100,0.708333,2,12,3
12,100,0.666667,2,11,3
12,100,0.458333,1,0,1
12,100,1.333333,2,1,3
12,100,0.291667,1,0,1
12,100,0.25,1,10,1
12,100,0.791667,2,4,3
12,100,0.333333,1,9,1
12,100,0.083333,1,22,1
12,100,0.708333,2,18,3
12,100,1.333333,3,23,4
12,88,1.285714,3,0,4
12,100,0.916667,2,0,3
12,100,1.416667,2,1,3
12,100,0.666667,1,0,1
12,100,0.166667,1,15,1
12,100,1.166667,2,8,3
12,100,1.083333,3,18,4
12,100,0.166667,1,0,1
12,100,0.125,1,11,1
12,92,0.590909,1,0,1
12,100,0.791667,1,0,1
12,100,1.5,3,16,4
12,100,2.5,7,18,10
12,100,1.666667,3,9,4
12,100,1.833333,4,8,6
12,100,0.833333,1,0,1
12,100,0.833333,2,0,3
12,100,0.166667,1,18,1
12,100,0.458333,1,0,1
12,100,0.083333,1,18,1
12,92,0.045455,1,18,1
12,100,0,0,0,0
12,100,0.833333,1,0,1
12,100,0.458333,1,0,1
12,100,0.083333,1,22,1
12,100,0.958333,1,0,1
12,100,1.291667,3,23,4
12,100,2.458333,4,0,6
12,96,1.173913,2,0,3
12,100,1.041667,3,9,4
12,100,1.625,3,8,4
12,100,1.833333,3,3,4
12,100,1.791667,3,15,4
12,100,1.416667,3,19,4
12,100,1,1,0,1
12,58,1,1,0,1
12,100,1.6,2.6,5,
12,100,1.3125,2,11,
12,100,0.7375,1,2,
12,100,0.325,1,11,
12,100,0.9375,1.6,14,
12,88,0.4,1,2,
12,100,0.7,1.3,14,
12,100,0.6625,1.3,11,
12,100,0.4375,1,11,
12,100,1.3125,2,23,
12,100,0.2875,1,2,
12,100,0.2375,1,23,
12,100,0.7625,1.6,8,
12,100,0.325,1,11,
12,100,0.075,0.6,23,
12,100,0.6875,1.3,20,
12,100,1.325,2.3,23,
12,75,1.316667,2.3,2,
12,100,0.9,2,2,
12,100,1.3875,2,11,
12,100,0.6625,1,2,
12,100,0.15,0.6,17,
12,100,1.1625,2,11,
12,100,1.075,2,20,
12,100,0.1625,1,2,
12,100,0.1125,0.6,23,
12,75,0.55,1,17,
12,100,0.7875,1,2,
12,100,1.4625,2.6,17,
12,100,2.4625,4.6,20,
12,100,1.625,2.6,11,
12,100,1.8125,3.3,8,
12,100,0.8125,1,2,
12,100,0.825,2,2,
12,100,0.1625,1,23,
12,100,0.45,1,2,
12,100,0.075,0.6,20,
12,88,0.042857,0.3,20,
12,100,0,0,2,
12,100,0.8125,1,2,
12,100,0.45,1,2,
12,100,0.075,0.6,23,
12,100,0.95,1,2,
12,100,1.2875,2,11,
12,100,2.425,4,2,
12,88,1.128571,1.6,11,
12,100,1.025,2.3,11,
12,100,1.5875,2.6,11,
12,100,1.8,2.6,8,
12,100,1.7875,2,2,
12,100,1.4,2.3,20,
12,100,1,1,2,
12,50,1,1,2,
12,100,0.541667,2,11,3
12,100,1.708333,14,9,20
12,100,0,0,0,0
12,96,0.391304,2,10,3
12,100,0.125,1,3,1
12,100,0,0,0,0
12,100,0.375,1,9,1
12,100,0.25,1,11,1
12,100,0.416667,1,8,1
12,100,0.208333,2,9,3
12,100,0.125,1,6,1
12,100,0.5,1,12,1
12,100,0.625,1,0,1
12,100,0.375,1,7,1
12,100,0.166667,1,7,1
12,100,0.666667,1,5,1
12,100,0.625,5,9,7
12,100,0.083333,1,6,1
12,100,0,0,0,0
12,96,0.782609,4,13,6
12,100,0.083333,1,7,1
12,100,0,0,0,0
12,100,0.458333,1,8,1
12,100,0.458333,2,10,3
12,100,0,0,0,0
12,100,0.041667,1,8,1
12,100,0.541667,1,10,1
12,100,0.583333,2,11,3
12,100,0.583333,1,6,1
12,100,0.416667,1,10,1
12,96,0.521739,2,12,3
12,100,0.208333,2,9,3
12,100,0,0,0,0
12,100,0.125,1,7,1
12,100,0.916667,9,9,13
12,100,0,0,0,0
12,100,1.416667,14,13,20
12,92,0.090909,1,15,1
12,100,0.125,1,13,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.166667,1,8,1
12,92,0.181818,1,8,1
12,100,0.25,1,8,1
12,100,0.291667,2,10,3
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.083333,1,7,1
12,100,0.041667,1,1,1
12,100,0,0,0,0
12,100,0.041667,1,10,1
12,100,0.125,1,9,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,3.208333,17,15,24
12,100,0.541667,3,10,4
12,100,0.083333,1,8,1
12,100,0,0,0,0
12,96,0.043478,1,15,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,83,0.2,3,15,4
12,100,0.208333,1,9,1
12,100,0.291667,1,8,1
12,100,0.291667,1,6,1
12,100,0.166667,1,7,1
12,100,0.291667,2,8,3
12,100,0.583333,2,18,3
12,100,0.333333,1,5,1
12,100,0.041667,1,8,1
12,100,0.125,1,6,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.208333,1,6,1
12,96,0.565217,4,12,6
12,100,0.416667,1,5,1
12,100,0,0,0,0
12,100,2.458333,19,14,27
12,100,0.375,1,4,1
12,100,0.083333,1,8,1
12,100,0.083333,1,10,1
12,100,0,0,0,0
12,92,0.090909,1,18,1
12,100,0.166667,1,15,1
12,100,1.75,9,13,13
12,100,0.5,1,9,1
12,96,0.652174,4,8,6
12,100,0.083333,1,12,1
12,100,0.041667,1,9,1
12,100,0.041667,1,6,1
12,100,0.291667,1,9,1
12,100,0.958333,7,8,10
12,100,1.333333,9,11,13
12,100,1.208333,4,12,6
12,100,0.5,3,11,4
12,100,0.375,2,14,3
12,100,0,0,0,0
12,100,0.5,2,15,3
12,100,0,0,0,0
12,100,0.375,5,14,7
12,96,2.043478,15,14,21
12,100,0.375,1,5,1
12,100,0,0,0,0
12,100,0.25,1,7,1
12,100,0.166667,1,6,1
12,100,0.125,1,7,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,11,1
12,100,1.416667,22,13,31
12,100,0.875,7,13,10
12,96,0.391304,2,13,3
12,100,0,0,0,0
12,100,0.083333,1,8,1
12,96,0.043478,1,15,1
12,100,0,0,0,0
12,96,0.434783,3,8,4
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.125,1,0,1
12,100,1.708333,20,15,29
12,100,1.583333,12,17,17
12,100,0.25,1,5,1
12,100,1.5,11,17,16
12,100,0.291667,1,5,1
12,100,0.583333,2,16,3
12,100,0.416667,1,8,1
12,100,0.25,1,13,1
12,96,0.26087,1,5,1
12,100,0.166667,1,6,1
12,100,0.333333,1,8,1
12,100,0.416667,1,7,1
12,100,0.416667,1,7,1
12,100,0.5,3,9,4
12,100,0.333333,1,9,1
12,100,0,0,0,0
12,100,0.125,1,10,1
12,100,0.166667,1,10,1
12,100,0.083333,1,10,1
12,100,0.041667,1,9,1
12,100,0.291667,2,9,3
12,100,0.041667,1,13,1
12,100,0,0,0,0
12,100,0,0,0,0
12,96,0.304348,1,9,1
12,100,0.166667,1,9,1
12,100,0.25,1,8,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.208333,1,5,1
12,100,0.166667,1,10,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,13,1
12,100,0.208333,1,10,1
