State Code,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI
12,8,100,9.7625,25,11,
12,8,100,2.7625,6,8,
12,8,100,1.0375,1.3,11,
12,6,75,0.816667,1.6,11,
12,8,100,0.3625,2,11,
12,8,100,0,0,2,
12,8,100,0.075,0.6,11,
12,8,100,0.3625,1.3,11,
12,8,100,0.5625,1.6,23,
12,8,100,1.825,5,23,
12,8,100,2.475,8.6,11,
12,7,88,0.6,2,14,
12,8,100,1.9125,7,11,
12,8,100,1.1125,3.3,11,
12,8,100,3.6375,16.3,20,
12,8,100,0.5375,2.3,11,
12,8,100,0.2375,1.6,11,
12,6,75,0.266667,1,20,
12,8,100,0.2375,1.6,11,
12,8,100,0.3125,1.3,17,
12,8,100,1.7,8,14,
12,8,100,0,0,2,
12,8,100,0.4,1.6,20,
12,8,100,1.8875,5.3,14,
12,8,100,2.1,7,11,
12,7,88,0,0,2,
12,8,100,0.075,0.6,14,
12,8,100,0.2,1,8,
12,8,100,0.075,0.3,11,
12,8,100,0.275,1.3,14,
12,6,75,0.883333,4.3,11,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,6,75,0.816667,2.6,23,
12,8,100,2.4625,6.6,20,
12,8,100,0.9875,2,2,
12,8,100,1.4375,3.3,23,
12,7,88,1.6,6,11,
12,8,100,0.4,1.3,11,
12,8,100,0.7375,1.6,23,
12,7,88,0.085714,0.6,14,
12,8,100,1.3125,3.3,11,
12,8,100,1.9375,9,11,
12,7,88,0.557143,2.3,11,
12,7,88,0.6,1.6,11,
12,8,100,0.075,0.6,23,
12,8,100,0.9125,2.3,23,
12,6,75,1.15,3,17,
12,8,100,1.4125,4.3,11,
12,8,100,0.4125,1,11,
12,8,100,0.0375,0.3,11,
12,7,88,0,0,2,
12,8,100,0.5375,2,14,
12,8,100,0.575,2.3,11,
12,7,88,0.228571,1,8,
12,8,100,0.2,1,11,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,7,88,0.085714,0.6,20,
12,8,100,0.375,2,14,
12,8,100,1.025,2.3,8,
12,7,88,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.0375,0.3,14,
12,8,100,0.1125,0.6,20,
12,7,88,1.028571,2.6,8,
12,8,100,1.1625,4.3,14,
12,8,100,1.1,3,11,
12,7,88,1.928571,5.6,11,
12,8,100,0.475,1,11,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,7,88,0,0,2,
12,7,88,0,0,2,
12,5,63,0,0,8,
12,7,88,0,0,2,
12,8,100,0,0,2,
12,4,50,0,0,2,
12,7,88,0,0,2,
12,6,75,0,0,8,
12,5,63,0.06,0.3,14,
12,6,75,0.316667,1.3,11,
12,8,100,0.325,1,14,
12,8,100,0.4125,1,11,
12,7,88,0.9,4,14,
12,8,100,0.525,2.6,14,
12,5,63,0.12,0.3,8,
12,7,88,0.128571,0.6,8,
12,8,100,0.15,0.6,8,
12,8,100,0.125,1,11,
12,8,100,0.0375,0.3,11,
12,8,100,0,0,2,
12,7,88,0.085714,0.6,14,
12,8,100,0,0,2,
12,8,100,0.075,0.3,8,
12,6,75,0.266667,1.3,20,
12,8,100,0.1125,0.3,8,
12,8,100,0.8125,5.6,23,
12,7,88,1.014286,3.3,8,
12,7,88,0.142857,1,8,
12,8,100,0,0,2,
12,6,75,0.216667,1.3,11,
12,8,100,0.0375,0.3,8,
12,8,100,0.075,0.6,17,
12,7,88,0.471429,2,11,
12,6,75,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,6,75,0,0,2,
12,8,100,0,0,2,
12,8,100,0.0375,0.3,8,
12,8,100,0.125,1,14,
12,6,75,0.1,0.6,23,
12,2,25,0.15,0.3,8,
12,3,38,0.866667,1,17,
12,8,100,0.3125,1,8,
12,8,100,0,0,2,
12,8,100,0.0375,0.3,23,
12,8,100,0.475,1,8,
12,8,100,0.5625,1.6,5,
12,8,100,0.25,1,5,
12,6,75,0.266667,1,8,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,6,75,2.1,11.6,17,
12,8,100,0.9875,1.6,5,
12,8,100,0.1625,1,23,
12,7,88,0.414286,1,8,
12,8,100,1.1,2.6,14,
12,6,75,0.25,0.6,17,
12,8,100,0.725,2.3,14,
12,3,38,0,0,2,
12,3,38,0.633333,1.6,17,
12,8,100,0.8875,2.3,17,
12,8,100,1.0125,4.3,11,
12,7,88,0.757143,3,8,
12,8,100,0.4,1.3,8,
12,8,100,0.475,2.6,20,
12,8,100,0.775,5,8,
12,8,100,0.775,4,14,
12,8,100,0.5375,2,11,
12,6,75,0.1,0.3,14,
12,8,100,2.7125,13.3,11,
12,8,100,1.8875,7.6,17,
12,8,100,2.3375,5,17,
12,8,100,0.2875,1.3,5,
12,8,100,0,0,2,
12,8,100,0.5625,2.6,14,
12,7,88,0.471429,2,8,
12,7,88,0.557143,2,23,
12,4,50,0.4,1.3,11,
12,4,50,0.15,0.6,20,
12,8,100,0,0,2,
12,6,75,0.816667,2.6,14,
12,8,100,1.9375,3.6,11,
12,8,100,2.1875,5,8,
12,8,100,1.2875,3,8,
12,8,100,1.825,6,20,
12,7,88,1.4,4.3,2,
12,8,100,0,0,2,
12,8,100,0.0375,0.3,23,
12,6,75,1.4,3.6,20,
12,8,100,1.5625,3.3,8,
12,8,100,8.5875,22.6,14,
12,6,75,10.166667,36,17,
12,8,100,2.825,10.6,14,
12,8,100,0.075,0.6,20,
12,7,88,2.142857,7,20,
12,3,38,2.066667,2.3,2,
12,4,50,1.875,2.6,20,
12,8,100,1.3625,3,11,
12,7,88,2.457143,5,11,
12,8,100,1.5625,3,11,
12,8,100,0.775,1,8,
12,8,100,3.1375,11.3,20,
12,8,100,4.05,12.3,11,
12,7,88,1.171429,2.3,11,
12,8,100,0.4375,1,20,
12,7,88,0.857143,2,5,
12,8,100,0.8,4.3,20,
12,8,100,0.15,0.6,11,
12,8,100,0,0,2,
12,6,75,0.383333,1,17,
12,8,100,0.7375,1,8,
12,8,100,1.225,1.6,8,
12,6,75,1.2,3,8,
12,8,100,0.5375,2.3,20,
12,8,100,1.025,3,2,
12,8,100,0.2,1,17,
12,7,88,0,0,2,
12,7,88,0.6,2,17,
12,8,100,0.075,0.3,8,
12,8,100,0.65,2.3,14,
12,6,75,4.1,15.3,20,
12,8,100,1.1,2.6,14,
12,8,100,1.0625,3.3,14,
12,8,100,1.15,4,14,
12,7,88,0.842857,2,20,
12,8,100,4.3,16.6,14,
12,7,88,3.542857,7,11,
12,8,100,2.3125,5.6,17,
12,8,100,1.3875,2.3,14,
12,8,100,2.6,8.3,11,
12,7,88,0.571429,1,2,
12,8,100,0,0,2,
12,8,100,0.4125,2,11,
12,7,88,0.357143,1.6,17,
12,8,100,1.1,3,11,
12,8,100,3.1625,15.6,14,
12,8,100,1.775,6.6,23,
12,8,100,4.6375,10,5,
12,6,75,3.733333,6.6,17,
12,8,100,1.325,2.3,5,
12,8,100,1.6,3.6,8,
12,7,88,1.157143,2.6,23,
12,8,100,11.5,25.3,23,
12,8,100,20.6375,41.3,17,
12,8,100,6.5875,28.6,11,
12,7,88,1.371429,4,11,
12,8,100,3.1375,7,11,
12,7,88,1.5,3.6,14,
12,8,100,0.325,1.3,17,
12,8,100,1.0625,3,17,
12,8,100,0.2875,1,11,
12,6,75,0.333333,1,17,
12,8,100,1.325,5.3,11,
12,6,75,0.316667,1,8,
12,8,100,0.075,0.3,2,
12,8,100,0.8375,3.3,14,
12,8,100,0.95,4,8,
12,8,100,0.0375,0.3,17,
12,6,75,0.75,1.6,17,
12,8,100,1.125,2,11,
12,8,100,1.3125,2.3,11,
12,7,88,2.728571,6.6,11,
12,8,100,1.9375,5,11,
12,8,100,1.275,2.3,11,
12,5,63,1.9,3.6,14,
12,8,100,0.725,2.6,11,
12,6,75,0.666667,2,23,
12,8,100,2.5875,15.6,11,
12,8,100,0.6125,2.3,11,
12,7,88,0.928571,2.6,17,
12,8,100,1.825,3,20,
12,4,50,3.475,5,20,
12,8,100,2.15,3,2,
12,6,75,2.25,4,11,
12,4,50,5.15,9,17,
12,8,100,8.225,24.3,14,
12,7,88,6.128571,31,11,
12,8,100,1.4,3,11,
12,8,100,3.1,7,8,
12,4,50,2.4,3,17,
12,8,100,2.0625,9,11,
12,8,100,0.075,0.3,11,
12,6,75,0.533333,1.3,17,
12,8,100,1.8125,4,11,
12,8,100,5.1125,24,20,
12,6,75,0.366667,1.3,2,
12,5,63,9.42,22,14,
12,7,88,2.385714,7.6,17,
12,8,100,1.5625,4,17,
12,8,100,0.925,4.3,17,
12,8,100,1.475,3.6,14,
12,24,100,0.458333,3,8,4
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,1.291667,18,16,26
12,24,100,0.791667,2,18,3
12,24,100,1.75,7,6,10
12,24,100,0.791667,2,2,3
12,24,100,3.541667,28,13,40
12,24,100,1.916667,3,10,4
12,24,100,2.875,16,15,23
12,24,100,0.625,2,8,3
12,24,100,3.875,38,11,54
12,24,100,2.125,11,9,16
12,23,96,6.521739,37,8,52
12,24,100,3.375,8,0,11
12,24,100,0.75,2,2,3
12,24,100,0.708333,2,13,3
12,24,100,7.541667,45,13,62
12,24,100,17.416667,92,11,108
12,24,100,6.083333,24,15,34
12,24,100,10.041667,55,10,75
12,24,100,8.708333,75,12,100
12,24,100,0.833333,2,8,3
12,24,100,0,0,0,0
12,24,100,0.916667,5,14,7
12,14,58,1.857143,7,6,10
12,9,38,0.222222,1,15,1
12,24,100,0.416667,2,11,3
12,24,100,0.625,3,16,4
12,24,100,0.791667,3,0,4
12,24,100,0.041667,1,4,1
12,24,100,0.333333,3,23,4
12,24,100,4.333333,29,13,41
12,24,100,1.25,3,5,4
12,23,96,0.26087,1,0,1
12,24,100,3.291667,42,22,59
12,24,100,1.5,11,20,16
12,24,100,0.583333,3,1,4
12,24,100,0.25,2,3,3
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,2.166667,16,8,23
12,24,100,2.166667,6,8,9
12,24,100,0,0,0,0
12,24,100,2.583333,19,19,27
12,24,100,2.666667,12,10,17
12,24,100,10.166667,82,10,104
12,24,100,9.333333,42,12,59
12,24,100,1.583333,5,9,7
12,24,100,0,0,0,0
12,24,100,5.291667,26,12,37
12,24,100,1.375,7,15,10
12,24,100,0.166667,3,9,4
12,24,100,0,0,0,0
12,23,96,0,0,0,0
12,24,100,0.041667,1,21,1
12,24,100,2,5,18,7
12,24,100,0.583333,2,9,3
12,24,100,0.666667,3,2,4
12,23,96,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.083333,1,13,1
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,2.916667,21,10,30
12,24,100,4.541667,31,9,44
12,24,100,4.5,23,3,33
12,24,100,3.666667,26,19,37
12,24,100,3.25,13,15,19
12,24,100,3.375,46,8,64
12,24,100,5.875,43,8,60
12,24,100,1,2,13,3
12,24,100,1.125,3,10,4
12,24,100,0.458333,1,0,1
12,24,100,1.125,10,22,14
12,24,100,4.583333,42,2,59
12,22,92,0,0,0,0
12,24,100,2.583333,32,9,46
12,24,100,0.541667,3,8,4
12,24,100,14.458333,59,9,80
12,24,100,1.25,3,4,4
12,24,100,1.416667,5,17,7
12,24,100,0.291667,2,8,3
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,2.041667,11,10,16
12,24,100,1.083333,10,12,14
12,24,100,3.666667,44,18,61
12,24,100,3.208333,18,9,26
12,24,100,7.125,62,8,84
12,24,100,2.958333,22,8,31
12,24,100,4.75,34,8,49
12,24,100,1.666667,8,12,11
12,24,100,0.583333,3,2,4
12,24,100,0,0,0,0
12,24,100,0.083333,1,9,1
12,24,100,0.791667,7,8,10
12,24,100,1.5,16,8,23
12,24,100,0.125,1,8,1
12,24,100,0.041667,1,23,1
12,24,100,0.291667,2,0,3
12,24,100,0.583333,7,15,10
12,24,100,1.708333,5,3,7
12,24,100,2.916667,29,8,41
12,24,100,0.083333,1,7,1
12,24,100,0.125,1,4,1
12,24,100,0.125,1,7,1
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.125,1,13,1
12,24,100,2.041667,24,17,34
12,24,100,3.708333,20,15,29
12,23,96,0.130435,1,7,1
12,24,100,0,0,0,0
12,24,100,0.041667,1,19,1
12,24,100,0,0,0,0
12,24,100,2.125,17,7,24
12,24,100,4.166667,22,15,31
12,24,100,10.666667,56,10,76
12,24,100,5.625,42,10,59
12,24,100,7.875,95,10,110
12,24,100,1.083333,8,10,11
12,24,100,1.25,6,5,9
12,24,100,0.083333,1,0,1
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.125,1,9,1
12,24,100,0,0,0,0
12,24,100,0.833333,13,9,19
12,24,100,8.625,85,9,105
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,21,88,0,0,0,0
12,24,100,0,0,0,0
12,23,96,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.083333,1,13,1
12,24,100,0.166667,3,13,4
12,24,100,1.208333,14,15,20
12,24,100,0,0,0,0
12,24,100,1.333333,8,13,11
12,24,100,0.666667,6,10,9
12,24,100,0.125,1,6,1
12,24,100,0.916667,8,11,11
12,24,100,0.333333,6,9,9
12,24,100,2.041667,17,8,24
12,24,100,0.041667,1,5,1
12,24,100,0,0,0,0
12,24,100,1.291667,20,10,29
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.041667,1,13,1
12,24,100,0.833333,7,11,10
12,24,100,5.958333,27,10,39
12,24,100,4.125,25,12,36
12,24,100,1.416667,13,17,19
12,24,100,0,0,0,0
12,24,100,0.041667,1,16,1
12,24,100,0,0,0,0
12,24,100,0.083333,2,17,3
12,24,100,0.458333,7,18,10
12,24,100,0.708333,6,14,9
12,23,96,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.125,3,10,4
12,24,100,0.375,3,16,4
12,24,100,0.791667,8,17,11
12,24,100,0.416667,6,13,9
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.125,1,17,1
12,24,100,0.875,5,8,7
12,24,100,0.291667,4,1,6
12,24,100,0,0,0,0
12,24,100,0.541667,9,16,13
12,24,100,3.333333,43,9,60
12,24,100,3.375,28,7,40
12,24,100,2.916667,30,7,43
12,24,100,0,0,0,0
12,24,100,0.75,4,12,6
12,24,100,0.708333,8,17,11
12,24,100,0.208333,2,14,3
12,24,100,0.041667,1,8,1
12,24,100,6.5,50,10,69
12,21,88,1.142857,6,11,9
12,24,100,3.125,25,9,36
12,24,100,8.375,50,10,69
12,23,96,2.043478,15,7,21
12,24,100,1.083333,14,14,20
12,24,100,0.416667,4,7,6
12,24,100,0,0,0,0
12,24,100,0.083333,1,9,1
12,24,100,1.375,10,12,14
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.083333,2,21,3
12,24,100,6.416667,47,10,65
12,23,96,0.130435,1,12,1
12,24,100,2.083333,9,8,13
12,24,100,0.75,12,16,17
12,24,100,1.166667,6,10,9
12,24,100,4.125,39,2,55
12,24,100,0.333333,1,0,1
12,24,100,0.125,1,0,1
12,24,100,0,0,0,0
12,24,100,0.416667,6,2,9
12,24,100,0,0,0,0
12,24,100,1.041667,10,3,14
12,24,100,0.875,1,1,1
12,24,100,1,2,4,3
12,24,100,17.708333,128,11,124
12,23,96,8.434783,33,13,47
12,24,100,10.041667,33,11,47
12,24,100,6.291667,49,10,67
12,24,100,2.916667,15,9,21
12,24,100,0.625,1,0,1
12,24,100,0.208333,1,13,1
12,24,100,1.166667,5,9,7
12,24,100,2.208333,8,8,11
12,24,100,1.708333,7,12,10
12,24,100,0.958333,8,19,11
12,24,100,1.75,10,16,14
12,24,100,1.166667,2,5,3
12,24,100,1.041667,11,16,16
12,24,100,2.208333,22,10,31
12,24,100,0.541667,5,7,7
12,24,100,0.083333,1,0,1
12,24,100,2.791667,25,12,36
12,24,100,0,0,0,0
12,24,100,0.083333,1,19,1
12,24,100,0.041667,1,23,1
12,24,100,0,0,0,0
12,24,100,10.75,64,16,86
12,23,96,1.043478,3,20,4
12,24,100,2.708333,27,8,39
12,24,100,0.416667,2,3,3
12,24,100,0.375,4,15,6
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,19,79,0,0,0,0
12,6,25,0.5,1,18,1
12,23,96,0.391304,1,2,1
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.166667,1,16,1
12,24,100,0,0,0,0
12,24,100,1.458333,3,12,4
12,24,100,0.333333,1,0,1
12,24,100,0.291667,1,5,1
12,24,100,9.708333,67,4,90
12,24,100,1.458333,8,8,11
12,24,100,4.416667,17,15,24
12,24,100,4.625,22,12,31
12,24,100,0.791667,2,8,3
12,23,96,6.434783,72,10,96
12,24,100,0.666667,4,10,6
12,24,100,3.875,44,11,61
12,24,100,1.125,2,4,3
12,24,100,0.708333,2,0,3
12,24,100,0.083333,1,1,1
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.416667,2,8,3
12,24,100,0.708333,2,18,3
12,24,100,1.375,6,4,9
12,24,100,1.083333,11,0,16
12,24,100,1.5,9,8,13
12,24,100,0.166667,2,8,3
12,23,96,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.041667,1,8,1
12,24,100,6.458333,41,9,57
12,24,100,0.291667,3,8,4
12,24,100,0.25,2,1,3
12,24,100,0.291667,3,9,4
12,24,100,0.875,12,13,17
12,24,100,0.166667,2,7,3
12,24,100,0.083333,1,10,1
12,24,100,2.375,19,10,27
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.041667,1,7,1
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,4.791667,38,18,54
12,24,100,4.166667,29,0,41
12,24,100,7.125,67,11,90
12,24,100,1.875,6,8,9
12,24,100,3.875,27,13,39
12,24,100,1.375,2,5,3
12,24,100,0.5,1,0,1
12,24,100,0.583333,14,7,20
12,24,100,2.958333,14,10,20
12,24,100,1.625,12,5,17
12,24,100,0,0,0,0
12,24,100,0.375,1,0,1
12,22,92,0.181818,1,4,1
12,24,100,0.25,1,4,1
12,24,100,0.791667,3,5,4
12,24,100,0,0,0,0
12,24,100,0.583333,5,15,7
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0,0,0,0
12,24,100,0.333333,2,11,3
12,24,100,4.541667,26,13,37
12,24,100,0.625,7,23,10
12,24,100,1.208333,12,21,17
12,24,100,2.75,23,1,33
12,24,100,0.375,2,9,3
12,24,100,0.125,2,0,3
12,24,100,4.791667,27,2,39
12,24,100,3.375,7,16,10
12,24,100,1.333333,5,7,7
12,24,100,2,6,9,9
12,24,100,0.5,5,15,7
12,24,100,0,0,0,0
12,24,100,0.041667,1,22,1
12,23,96,0.826087,1,3,1
12,24,100,0,0,0,0
12,24,100,0.375,1,3,1
12,24,100,1.958333,9,14,13
12,24,100,1.166667,5,10,7
12,24,100,13.583333,63,10,85
12,9,38,0.333333,1,19,1
12,24,100,0.208333,1,8,1
12,24,100,0,0,0,0
12,24,100,6.25,45,8,62
12,24,100,2.791667,6,12,9
12,24,100,5.666667,61,17,82
12,24,100,27.583333,81,13,103
12,24,100,3,15,15,21
12,24,100,2,5,7,7
12,24,100,0.416667,2,5,3
12,8,100,0.45,1.6,11,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,1.2875,10,17,
12,8,100,0.775,1.3,20,
12,8,100,1.725,5.6,8,
12,8,100,0.775,2,8,
12,8,100,3.5125,15.3,14,
12,8,100,1.9,3,14,
12,8,100,2.8375,6.6,17,
12,8,100,0.6125,1.3,11,
12,8,100,3.85,14,11,
12,8,100,2.1,5.6,11,
12,7,88,6.728571,23.3,11,
12,8,100,3.35,5.6,2,
12,8,100,0.7375,2,5,
12,8,100,0.6875,1.6,14,
12,8,100,7.5125,20.6,14,
12,8,100,17.3875,52.3,11,
12,8,100,6.05,12.6,17,
12,8,100,10.0125,45.3,11,
12,8,100,8.675,27.6,14,
12,8,100,0.8125,2,11,
12,8,100,0,0,2,
12,8,100,0.9,2.3,14,
12,4,50,2.15,5,8,
12,3,38,0.2,0.6,17,
12,8,100,0.4,1.3,11,
12,8,100,0.6,2,23,
12,8,100,0.7625,2.3,2,
12,8,100,0.0375,0.3,5,
12,8,100,0.325,1.3,23,
12,8,100,4.3,13,14,
12,8,100,1.2375,2.3,8,
12,7,88,0.285714,1,2,
12,8,100,3.2625,16.6,23,
12,8,100,1.4625,3.6,20,
12,8,100,0.575,2.6,2,
12,8,100,0.25,1,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,2.1375,11.3,8,
12,8,100,2.125,3.6,8,
12,8,100,0,0,2,
12,8,100,2.5375,12.6,20,
12,8,100,2.6375,7.6,11,
12,8,100,10.125,55.6,11,
12,8,100,9.3125,31.3,14,
12,8,100,1.55,4.6,11,
12,8,100,0,0,2,
12,8,100,5.2625,25,14,
12,8,100,1.35,3.6,17,
12,8,100,0.1625,1,11,
12,8,100,0,0,2,
12,7,88,0,0,2,
12,8,100,0.0375,0.3,23,
12,8,100,1.9875,3.3,20,
12,8,100,0.5625,1.3,11,
12,8,100,0.65,2,5,
12,7,88,0,0,2,
12,8,100,0,0,2,
12,8,100,0.075,0.6,14,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,2.9,10,11,
12,8,100,4.5125,13.6,11,
12,8,100,4.475,14.6,5,
12,8,100,3.65,16.6,20,
12,8,100,3.2125,6.3,17,
12,8,100,3.35,16.3,8,
12,8,100,5.85,15.6,8,
12,8,100,0.975,1.6,14,
12,8,100,1.1125,2.3,11,
12,8,100,0.45,1,2,
12,8,100,1.125,7,23,
12,8,100,4.5625,19.3,2,
12,6,75,0,0,2,
12,8,100,2.575,18,11,
12,8,100,0.5125,1.3,11,
12,8,100,14.4375,43,11,
12,8,100,1.225,2.3,5,
12,8,100,1.3625,2.6,20,
12,8,100,0.275,1.3,8,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,2.025,9.3,11,
12,8,100,1.075,7,14,
12,8,100,3.625,25.6,20,
12,8,100,3.1625,11.6,11,
12,8,100,7.1,29.6,8,
12,8,100,2.9375,13.3,8,
12,8,100,4.7125,17.6,8,
12,8,100,1.6375,4.6,14,
12,8,100,0.5625,1,2,
12,8,100,0,0,2,
12,8,100,0.075,0.6,11,
12,8,100,0.7875,4,8,
12,8,100,1.475,6.6,8,
12,8,100,0.1125,0.6,11,
12,8,100,0.0375,0.3,23,
12,8,100,0.275,1,2,
12,8,100,0.5625,3.6,17,
12,8,100,1.675,4,5,
12,8,100,2.9,11.3,8,
12,8,100,0.075,0.3,8,
12,8,100,0.1125,0.3,5,
12,8,100,0.1125,0.6,8,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.1125,0.6,14,
12,8,100,2.0125,11.6,17,
12,8,100,3.6875,12.3,17,
12,7,88,0.085714,0.3,8,
12,8,100,0,0,2,
12,8,100,0.0375,0.3,20,
12,8,100,0,0,2,
12,8,100,2.1,7.3,8,
12,8,100,4.1375,11.6,17,
12,8,100,10.6375,30,11,
12,8,100,5.6125,25,11,
12,8,100,7.85,57,11,
12,8,100,1.0625,6.3,11,
12,8,100,1.2375,2.3,5,
12,8,100,0.075,0.3,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.1125,0.6,11,
12,8,100,0,0,2,
12,8,100,0.825,6.6,11,
12,8,100,8.6125,38.3,11,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,6,75,0,0,2,
12,8,100,0,0,2,
12,7,88,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.075,0.6,14,
12,8,100,0.1625,1,14,
12,8,100,1.2,5.3,17,
12,8,100,0,0,2,
12,8,100,1.3125,5.3,14,
12,8,100,0.65,3.3,11,
12,8,100,0.125,1,8,
12,8,100,0.9,3.3,11,
12,8,100,0.325,2.3,11,
12,8,100,2.0125,7.6,8,
12,8,100,0.0375,0.3,5,
12,8,100,0,0,2,
12,8,100,1.275,8.3,11,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.0375,0.3,14,
12,8,100,0.825,3.3,11,
12,8,100,5.9375,21,11,
12,8,100,4.0875,12.3,14,
12,8,100,1.3875,4.6,17,
12,8,100,0,0,2,
12,8,100,0.0375,0.3,17,
12,8,100,0,0,2,
12,8,100,0.075,0.6,17,
12,8,100,0.45,3.6,20,
12,8,100,0.7,2,14,
12,7,88,0,0,2,
12,8,100,0,0,2,
12,8,100,0.125,1,11,
12,8,100,0.3625,2.6,17,
12,8,100,0.775,3.6,17,
12,8,100,0.4,2.6,14,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.1125,0.6,23,
12,8,100,0.8625,3,8,
12,8,100,0.2875,2.3,2,
12,8,100,0,0,2,
12,8,100,0.5375,4,17,
12,8,100,3.3125,19.6,11,
12,8,100,3.3625,13.3,8,
12,8,100,2.9125,16,8,
12,8,100,0,0,2,
12,8,100,0.7375,2.3,8,
12,8,100,0.7,3,17,
12,8,100,0.2,1,14,
12,8,100,0.0375,0.3,8,
12,8,100,6.475,32.6,11,
12,6,75,0.916667,2.6,14,
12,8,100,3.1,13.3,11,
12,8,100,8.3375,27.6,11,
12,7,88,2.057143,8.3,8,
12,8,100,1.05,5.6,14,
12,8,100,0.4125,3,8,
12,8,100,0,0,2,
12,8,100,0.075,0.3,11,
12,8,100,1.3375,4.6,14,
12,8,100,0,0,2,
12,8,100,0,0,2,
12,8,100,0.075,0.6,23,
12,8,100,6.4,34,11,
12,7,88,0.042857,0.3,14,
12,8,100,2.0625,6.3,8,
12,8,100,0.7375,5.3,17,
12,8,100,1.1375,4,11,
12,8,100,4.1,14.6,2,
12,8,100,0.3125,1,2,
12,8,100,0.1125,0.6,2,
12,8,100,0,0,2,
12,8,100,0.4125,2,2,
12,8,100,0,0,2,
12,8,100,1.0125,4,5,
12,8,100,0.85,1,8,
12,8,100,0.9625,1.6,5,
12,8,100,17.6625,49,11,
12,7,88,8.271429,20.3,14,
12,8,100,10.0125,19.6,11,
12,8,100,6.2625,25.6,11,
12,8,100,2.9,14.6,11,
12,8,100,0.6125,1,2,
12,8,100,0.1875,0.6,14,
12,8,100,1.1375,3.3,11,
12,8,100,2.1625,5,11,
12,8,100,1.6625,5.3,14,
12,8,100,0.9375,3.6,20,
12,8,100,1.7375,5.6,17,
12,8,100,1.1625,2,8,
12,8,100,1.0125,4.6,17,
12,8,100,2.1875,14.6,11,
12,8,100,0.525,3.3,8,
12,8,100,0.075,0.6,2,
12,8,100,2.775,12.3,14,
12,8,100,0,0,2,
12,8,100,0.075,0.6,20,
