State Code,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.166667,3,6,4
12,100,0.125,1,7,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.166667,2,20,3
12,100,0.041667,1,11,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,1.041667,5,16,7
12,100,0.291667,2,15,3
12,88,0.095238,1,12,1
12,100,0,0,0,0
12,100,0.25,1,7,1
12,100,0.083333,1,15,1
12,100,0.125,1,8,1
12,100,0.125,1,7,1
12,100,0.041667,1,7,1
12,100,0.291667,2,14,3
12,96,0.217391,2,16,3
12,100,0,0,0,0
12,100,0.041667,1,19,1
12,100,0.291667,3,14,4
12,100,0.25,2,6,3
12,100,0.166667,2,8,3
12,88,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,10,1
12,100,0,0,0,0
12,100,0.291667,4,7,6
12,92,0.5,4,7,6
12,100,0.208333,3,9,4
12,100,0,0,0,0
12,100,0.291667,2,12,3
12,100,0,0,0,0
12,100,0.041667,1,8,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,7,1
12,92,0.090909,1,7,1
12,100,0,0,0,0
12,100,0.166667,2,15,3
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,7,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.083333,1,6,1
12,100,0,0,0,0
12,100,0.041667,1,7,1
12,100,0.041667,1,7,1
12,92,0,0,0,0
12,100,0.083333,1,15,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.208333,2,13,3
12,100,0,0,0,0
12,100,0.083333,1,7,1
12,100,0.208333,1,1,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,20,1
12,100,0.166667,3,14,4
12,100,0,0,0,0
12,92,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.333333,2,13,3
12,100,1.166667,13,6,19
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.25,2,6,3
12,100,0,0,0,0
12,100,0.041667,1,15,1
12,100,0.083333,1,9,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,5,1
12,100,0,0,0,0
12,79,0.157895,2,15,3
12,100,0.625,1,0,1
12,100,0.5,1,10,1
12,100,1,1,0,1
12,100,1,1,0,1
12,100,1.125,2,5,3
12,25,1,1,0,1
12,42,1,1,14,1
12,100,1.333333,3,16,4
12,100,1,1,0,1
12,100,1,1,0,1
12,100,1.041667,2,14,3
12,100,1,1,0,1
12,92,0.772727,1,0,1
12,100,1,2,6,3
12,100,0.916667,1,0,1
12,100,0.625,1,2,1
12,100,0.958333,1,1,1
12,100,1,1,0,1
12,100,1,1,0,1
12,100,0.833333,1,0,1
12,100,1,1,0,1
12,100,1,1,0,1
12,100,0.958333,1,0,1
12,100,1,1,0,1
12,100,1,1,0,1
12,88,1.095238,2,15,3
12,100,1,1,0,1
12,100,1,1,0,1
12,100,1,1,0,1
12,100,1,1,0,1
12,100,0.958333,1,0,1
12,100,0.833333,1,0,1
12,100,0.291667,1,6,1
12,100,0.666667,1,6,1
12,100,0.875,1,0,1
12,100,0.708333,1,0,1
12,100,0.458333,1,1,1
12,100,0.625,1,5,1
12,100,0.958333,2,5,3
12,100,0.541667,1,0,1
12,92,0.045455,1,15,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,9,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,16,1
12,100,0.083333,1,15,1
12,100,0.041667,1,2,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.166667,1,7,1
12,88,0.285714,1,4,1
12,100,1.041667,5,13,7
12,100,0.916667,4,12,6
12,100,0.041667,1,9,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.125,1,15,1
12,100,0.166667,1,6,1
12,100,0.333333,2,9,3
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,11,1
12,100,0,0,0,0
12,71,0.235294,1,17,1
12,100,0.916667,1,0,1
12,100,1.083333,2,12,3
12,100,0.875,1,0,1
12,100,1.291667,5,13,7
12,100,1,2,5,3
12,100,1,2,5,3
12,100,0.708333,2,13,3
12,100,0.75,2,6,3
12,100,0.875,2,11,3
12,100,0.25,1,8,1
12,88,0.428571,1,5,1
12,100,0.125,1,5,1
12,100,0.208333,1,4,1
12,100,0.458333,1,1,1
12,100,0.708333,2,22,3
12,100,0.791667,2,0,3
12,100,0.5,2,13,3
12,100,0.583333,1,0,1
12,100,0.208333,1,3,1
12,54,0.230769,1,2,1
12,58,0.071429,1,19,1
12,100,0.166667,1,4,1
