State Code,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,9,1
12,100,0.5,1,7,1
12,100,0.375,1,0,1
12,100,2.375,14,13,20
12,100,0.25,1,0,1
12,92,0.272727,1,8,1
12,100,0.125,1,6,1
12,100,0,0,0,0
12,100,0.375,4,12,6
12,100,0,0,0,0
12,100,0.041667,1,10,1
12,100,0.041667,1,21,1
12,100,0,0,0,0
12,100,1.25,5,7,7
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.083333,1,7,1
12,100,0.041667,1,8,1
12,100,0.041667,1,10,1
12,92,0.227273,2,14,3
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,10,1
12,100,0.291667,1,10,1
12,100,0.125,2,16,3
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,7,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,1.458333,5,15,7
12,92,0.136364,2,18,3
12,100,0.25,5,15,7
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.291667,1,6,1
12,100,0.083333,1,6,1
12,100,0.166667,1,7,1
12,100,0.125,2,12,3
12,100,1.041667,11,12,16
12,100,0,0,0,0
12,83,0,0,0,0
12,100,0,0,0,0
12,100,0.125,1,12,1
12,100,0,0,0,0
12,100,0.041667,1,12,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,83,0.05,1,15,1
12,100,0,0,0,0
12,100,0.083333,1,5,1
12,100,0.041667,1,17,1
12,100,0.333333,1,15,1
12,100,0.5,1,0,1
12,100,0.291667,1,6,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,16,1
12,100,1.583333,16,15,23
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,92,0.090909,1,9,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.083333,1,14,1
12,100,0.458333,3,11,4
12,100,0.041667,1,13,1
12,100,0.458333,1,8,1
12,100,0.166667,1,13,1
12,92,0.045455,1,14,1
12,100,0.416667,1,8,1
12,100,1.708333,4,21,6
12,100,0.625,3,12,4
12,100,0.791667,4,16,6
12,100,3.291667,27,16,39
12,100,0.666667,1,5,1
12,100,0.583333,1,4,1
12,100,0.125,1,12,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.125,1,20,1
12,96,0.304348,1,4,1
12,100,0.833333,1,3,1
12,92,0.818182,4,16,6
12,100,2.666667,46,15,64
12,100,0.083333,1,9,1
12,100,0.125,1,18,1
12,100,0.541667,1,1,1
12,100,0.958333,4,8,6
12,100,0.666667,1,0,1
12,100,1,2,8,3
12,100,0.291667,1,0,1
12,100,0.5,4,13,6
12,100,0,0,0,0
12,100,0.083333,1,15,1
12,100,0.625,1,7,1
12,100,0.791667,1,5,1
12,92,1.090909,2,14,3
12,100,1.125,2,10,3
12,100,0.666667,1,0,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.5,1,8,1
12,100,2.083333,7,11,10
12,100,0.875,3,12,4
12,92,0.363636,1,0,1
12,100,0.125,1,9,1
12,83,0.4,1,3,1
12,100,0.375,1,5,1
12,100,0.25,1,4,1
12,100,0.125,1,17,1
12,100,0.166667,1,10,1
12,100,0.208333,1,5,1
12,100,0.541667,1,3,1
12,83,0.55,1,0,1
12,100,0,0,0,0
12,100,0.041667,1,23,1
12,100,0.166667,1,0,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,12,1
12,100,0,0,0,0
12,100,0,0,0,0
12,92,0.045455,1,6,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.125,1,12,1
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.208333,1,11,1
12,92,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.041667,1,6,1
12,100,0,0,0,0
12,100,0,0,0,0
12,96,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
