State Code,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour
12,7,88,0,0,2
12,8,100,0,0,2
12,8,100,0.325,1.6,20
12,8,100,0.2,1,17
12,8,100,0,0,2
12,8,100,0.075,0.3,17
12,8,100,0.7625,2.6,14
12,8,100,0.4375,1.6,23
12,8,100,0.7875,2,2
12,8,100,2.65,9.3,11
12,8,100,0.075,0.6,17
12,8,100,0.6375,1.6,20
12,8,100,2.9,16,14
12,8,100,0,0,2
12,8,100,0,0,2
12,8,100,0,0,2
12,8,100,1.15,5.6,14
12,8,100,0.3625,1.3,5
12,8,100,0.15,0.6,2
12,8,100,0.1125,0.6,20
12,8,100,1.4875,7.3,11
12,8,100,3.6,11,20
12,7,88,1.114286,3,14
12,5,63,4.38,13.6,17
12,8,100,1.525,6.3,17
12,8,100,4.2625,16.6,11
12,8,100,0.4875,3.3,2
12,8,100,4.0625,14.3,17
12,6,75,0.983333,3.3,17
12,8,100,2.975,7.6,17
12,8,100,1.1875,7.6,20
12,8,100,0.275,1,23
12,8,100,0.8125,4.6,23
12,8,100,0.475,2.6,8
12,8,100,0.4125,2,23
12,8,100,1,8,23
12,8,100,3.725,17.3,11
12,8,100,0.0375,0.3,2
12,8,100,2.175,5.6,20
12,8,100,1.5625,4,17
12,8,100,1.1375,4.6,17
12,8,100,0,0,2
12,8,100,0.1625,1,17
12,8,100,0.9,2.3,23
12,8,100,1.5625,5.3,14
12,8,100,2.3125,5.6,14
12,8,100,1.35,5,11
12,8,100,1.3625,10,14
12,8,100,0.0375,0.3,17
12,8,100,1.3625,7.3,23
12,8,100,0.325,1.3,2
12,8,100,0,0,2
12,8,100,0.0375,0.3,11
12,8,100,0,0,2
12,8,100,0,0,2
12,8,100,1.7375,10,11
12,8,100,2.4625,5.3,23
12,8,100,1.975,5,8
12,8,100,1.6625,3,5
12,8,100,1.225,3.3,8
12,8,100,1.2375,2,5
12,8,100,0.275,1,8
12,8,100,0.6,1,11
12,8,100,1.4625,5.6,14
12,7,88,1.6,8,14
12,8,100,1.35,3,23
12,8,100,1.0625,1.6,2
12,8,100,6.2625,23.6,11
12,8,100,3.3375,13.6,11
12,8,100,1.2,2.3,17
12,8,100,1.425,4,8
12,8,100,1.9625,2.6,5
12,8,100,0.825,1,8
12,8,100,1.4625,2.3,23
12,8,100,1.15,2.3,5
12,8,100,1.8,3,2
12,8,100,1.7625,4.3,8
12,7,88,2.685714,15.6,14
12,8,100,0.2375,1,5
12,7,88,0.742857,3.3,23
12,8,100,2.8,8.3,11
12,8,100,2.775,9.3,23
12,7,88,8.771429,17.6,11
12,8,100,6.2625,12,11
12,8,100,2.775,9,14
12,8,100,4.55,16.3,14
12,8,100,6.55,14.6,17
12,5,63,1.18,1.6,11
12,4,50,7.975,11,23
12,8,100,3.4625,5.6,8
12,8,100,6.125,12.3,2
12,7,88,11.285714,21.3,20
12,8,100,8.125,17,11
12,8,100,2.425,4.3,8
12,8,100,1.4375,2.3,5
12,8,100,4.325,18,14
12,8,100,1.0625,1.6,5
12,8,100,1.8375,3.3,8
12,8,100,2.5125,11.3,11
12,8,100,2.1875,7,11
12,8,100,0.825,1,5
12,8,100,1.1,3,11
12,8,100,4.0875,18.6,23
12,8,100,5.8375,15.3,8
12,8,100,7.0875,18.6,11
12,7,88,7.714286,14.6,17
12,8,100,3.6375,9.3,2
12,8,100,4.525,7,11
12,8,100,4.225,9,11
12,8,100,1.3625,2,2
12,8,100,3.1875,8.3,17
12,8,100,2.925,4,20
12,8,100,3.225,9.3,11
12,7,88,4.214286,11,14
12,8,100,1.1875,2.6,2
12,8,100,1.425,4.3,17
12,8,100,0.925,2.3,2
12,8,100,2.2625,13.6,17
12,6,75,7.85,19,5
12,8,100,3.0625,5.6,8
12,8,100,2.975,7.3,11
12,8,100,1.3,3.6,8
12,8,100,3.8,6.3,5
12,8,100,5.7375,12.3,8
12,8,100,3.2375,6.6,8
12,8,100,1.525,4,14
12,8,100,2.275,4,17
12,8,100,3.2125,7.3,14
12,8,100,0.9,4.3,8
12,8,100,2.1125,9.3,14
12,8,100,0,0,2
12,8,100,1.075,8.6,23
12,8,100,0.525,1,14
12,8,100,1.5125,2.6,11
12,8,100,1.8125,6.6,23
12,8,100,3.9875,6,14
12,8,100,5.625,11.6,14
12,8,100,0.8125,2.6,17
12,8,100,0.3125,1.3,14
12,8,100,3.7625,18.6,11
12,8,100,2.7,8,14
12,8,100,2.0625,5,11
12,8,100,2.2625,3.6,8
12,8,100,1.725,3,5
12,8,100,1.7125,4.6,17
12,8,100,1.675,3,17
12,8,100,1.375,3,8
12,8,100,4.6375,19.6,11
12,8,100,3.975,6,14
12,8,100,1.1,2.3,23
12,8,100,0.85,2.3,14
12,8,100,0.15,0.6,20
12,8,100,0.075,0.6,23
12,8,100,1.325,4.6,20
12,8,100,2.1375,3.6,8
12,8,100,2.7,5.6,11
12,8,100,1.1375,3.3,11
12,8,100,1.275,4.6,8
12,8,100,0.0375,0.3,11
12,8,100,2.475,5.3,20
12,8,100,1.8875,4.3,11
12,8,100,0.075,0.6,17
12,8,100,0.0375,0.3,20
12,6,75,3.533333,8,23
12,8,100,4.3125,14.3,11
12,8,100,4.3875,8.6,8
12,7,88,4.085714,10,11
12,8,100,1.675,4.3,5
12,8,100,0.35,1.6,2
12,8,100,3.225,12.3,17
12,8,100,2.2625,3.3,11
12,8,100,5.55,14.6,17
12,8,100,3.375,9,14
12,7,88,0.971429,2,5
12,8,100,0.0375,0.3,2
12,8,100,3.775,11,20
12,8,100,5.3,17,20
12,8,100,1.875,5.3,5
12,8,100,1.1875,5.6,20
12,8,100,2.975,6,11
12,8,100,0.5375,1,2
12,8,100,2.5625,7,17
12,8,100,3.6375,9.3,14
12,8,100,1.1375,2.6,17
12,8,100,4.5125,13.6,11
12,8,100,5.5125,12.6,8
12,8,100,3.425,6.3,8
12,8,100,2.15,6.3,11
12,8,100,0.3625,1.3,23
12,8,100,3.425,11,23
12,8,100,7.8625,26,11
12,8,100,1.8375,3.3,14
12,8,100,2.85,7.3,11
12,8,100,1.525,5,11
12,8,100,0,0,2
12,8,100,2.1125,3.3,20
12,24,100,1.166667,10,10
12,24,100,3.875,21,11
12,24,100,0.625,2,0
12,24,100,1.5,4,10
12,24,100,9.333333,92,11
12,21,88,2.238095,6,8
12,22,92,1.454545,3,8
12,24,100,1.583333,10,9
12,24,100,1.958333,6,10
12,24,100,7.25,37,10
12,24,100,0.541667,4,18
12,16,67,3.1875,7,19
12,18,75,2.777778,6,2
12,24,100,2.875,9,15
12,24,100,2.083333,12,17
12,24,100,6.041667,51,15
12,24,100,2.166667,23,5
12,24,100,2.541667,8,15
12,24,100,0.833333,5,9
12,24,100,1.666667,9,10
12,24,100,3,18,16
12,24,100,4.5,26,12
12,23,96,1.652174,5,21
12,24,100,4.583333,28,20
12,24,100,1.916667,6,8
12,24,100,5.041667,49,11
12,21,88,2.285714,7,16
12,24,100,1.166667,3,8
12,23,96,1.130435,10,9
12,24,100,7.083333,59,15
12,24,100,3.708333,30,15
12,24,100,1.208333,6,10
12,24,100,11.333333,131,13
12,23,96,8.304348,65,15
12,24,100,4.041667,17,16
12,24,100,1.458333,4,11
12,24,100,1.833333,7,19
12,24,100,0.208333,2,13
12,24,100,1.125,2,4
12,24,100,0.208333,2,1
12,24,100,1.291667,6,3
12,24,100,0.708333,7,17
12,24,100,1.041667,5,10
12,24,100,1.25,5,9
12,24,100,0.916667,7,10
12,24,100,1.791667,10,14
12,24,100,0.083333,1,13
12,24,100,0.583333,4,16
12,24,100,0.458333,3,15
12,23,96,3.521739,30,15
12,24,100,4.583333,28,16
12,24,100,2.583333,18,14
12,24,100,3.375,21,20
12,24,100,0.458333,4,0
12,24,100,0.583333,2,17
12,24,100,2.25,30,14
12,24,100,1.791667,12,16
12,24,100,2.75,14,16
12,24,100,0.958333,4,3
12,24,100,1.75,11,14
12,24,100,0.75,3,17
12,24,100,0.75,4,14
12,24,100,5.875,35,14
12,23,96,2.956522,18,14
12,24,100,3.25,14,9
12,24,100,2.166667,11,8
12,24,100,1.916667,10,19
12,24,100,6.791667,59,12
12,24,100,0.541667,3,8
12,24,100,0.666667,3,17
12,24,100,1.25,5,18
12,24,100,10.375,90,12
12,24,100,7.375,37,15
12,24,100,0.666667,4,8
12,24,100,0.416667,3,12
12,24,100,6.875,47,15
12,24,100,6.291667,22,15
12,24,100,1.333333,6,10
12,23,96,4.478261,69,16
12,24,100,3.541667,13,16
12,24,100,9.041667,105,12
12,24,100,0.083333,1,13
12,24,100,0.625,2,16
12,24,100,0.75,2,9
12,24,100,2.416667,16,16
12,22,92,0.409091,1,0
12,24,100,8.75,121,11
12,24,100,5.291667,53,12
12,24,100,0.291667,2,9
12,24,100,2.25,8,3
12,24,100,1.166667,4,8
12,24,100,1.75,6,19
12,20,83,2.4,8,17
12,24,100,2.958333,14,15
12,24,100,6.166667,55,12
12,24,100,1.416667,8,16
12,24,100,4.291667,26,15
12,24,100,11.375,93,16
12,24,100,6.791667,33,10
12,24,100,1,2,7
12,24,100,1.583333,4,12
12,24,100,2.208333,6,8
12,24,100,2.25,11,11
12,24,100,4.208333,14,18
12,23,96,0.347826,1,8
12,24,100,0.75,4,16
12,24,100,9.416667,69,13
12,24,100,3.416667,29,14
12,24,100,0.291667,2,9
12,24,100,0.708333,4,10
12,24,100,7.333333,91,13
12,24,100,0.958333,8,15
12,24,100,2.083333,13,8
12,24,100,4.583333,36,18
12,24,100,0.75,4,14
12,24,100,0.416667,3,15
12,24,100,4.625,17,15
12,24,100,0.916667,3,19
12,23,96,1.782609,10,17
12,24,100,1.791667,7,15
12,24,100,1.916667,9,11
12,24,100,3.666667,31,19
12,24,100,3.791667,24,14
12,24,100,9.916667,75,12
12,24,100,5.666667,25,16
12,24,100,2.791667,18,12
12,24,100,9.541667,33,15
12,24,100,4.625,19,16
12,24,100,9.083333,59,15
12,24,100,18.041667,112,16
12,24,100,9.875,71,14
12,24,100,1.708333,6,12
12,23,96,1.652174,4,20
12,24,100,2.708333,11,8
12,24,100,7.208333,35,9
12,24,100,6.958333,24,14
12,24,100,9.458333,78,13
12,24,100,3.5,17,16
12,24,100,0.958333,4,16
12,24,100,0.875,2,9
12,24,100,1.166667,2,1
12,24,100,5.375,48,16
12,24,100,2.625,13,12
12,24,100,10.25,110,10
12,24,100,9.875,56,10
12,24,100,6.791667,37,12
12,24,100,2.083333,6,17
12,23,96,6.391304,27,14
12,24,100,2.333333,5,9
12,24,100,1.958333,3,11
12,24,100,8.875,30,8
12,24,100,1.25,2,0
12,24,100,4.833333,20,6
12,24,100,2.875,8,18
12,24,100,9.541667,64,15
12,24,100,2.416667,14,14
12,24,100,3.291667,13,16
12,24,100,1.208333,6,23
12,24,100,1.875,10,0
12,24,100,5,25,8
12,24,100,4.5,21,14
12,23,96,1.73913,4,15
12,24,100,4.208333,40,13
12,24,100,1.416667,3,7
12,24,100,1.583333,7,22
12,24,100,2.833333,15,14
12,24,100,3.416667,20,10
12,24,100,1.416667,3,22
12,24,100,2.166667,12,8
12,24,100,1.125,3,23
12,24,100,2,5,0
12,24,100,3,10,20
12,24,100,3.708333,14,18
12,24,100,2.333333,13,13
12,24,100,1.708333,4,7
12,23,96,1.826087,4,7
12,24,100,1.833333,5,8
12,24,100,3.333333,9,8
12,24,100,1.625,4,8
12,24,100,1.333333,3,20
12,24,100,1.916667,5,16
12,24,100,3.125,15,11
12,20,83,3.35,12,16
12,24,100,3.791667,21,13
12,24,100,0.875,18,15
12,24,100,0.25,1,13
12,24,100,0.625,3,7
12,24,100,1,3,8
12,24,100,1.75,17,13
12,24,100,3.958333,29,12
12,23,96,4.347826,18,11
12,24,100,1,12,9
12,24,100,2.25,18,13
12,24,100,0.5,5,15
12,24,100,4.375,49,14
12,24,100,1.833333,9,9
12,24,100,2.708333,13,10
12,24,100,8.791667,42,15
12,24,100,2.541667,13,15
12,24,100,7.625,54,9
12,24,100,3.916667,44,10
12,24,100,6.708333,40,10
12,24,100,2.041667,12,15
12,24,100,3.125,12,8
12,24,100,2.166667,12,14
12,23,96,4.565217,25,13
12,24,100,0.291667,1,8
12,24,100,2.625,30,13
12,24,100,5.75,41,10
12,24,100,6.875,31,12
12,24,100,5.166667,34,12
12,24,100,2.666667,23,10
12,24,100,8.791667,78,10
12,24,100,1.75,16,14
12,24,100,2.416667,16,15
12,24,100,2.125,15,10
12,23,96,4.782609,37,12
12,24,100,5.166667,44,10
12,24,100,2.291667,11,8
12,24,100,0.916667,8,16
12,24,100,0.708333,3,3
12,24,100,0.666667,6,15
12,24,100,0.708333,2,0
12,24,100,2.125,7,17
12,24,100,0.791667,2,13
12,24,100,0.708333,3,3
12,24,100,0.916667,4,16
12,24,100,2.583333,29,16
12,24,100,6.166667,20,10
12,24,100,1.958333,13,8
12,24,100,2.958333,15,10
12,23,96,1.391304,9,8
12,24,100,0.5,3,9
12,24,100,2.25,20,13
12,24,100,3.708333,26,10
12,24,100,3.583333,17,8
12,24,100,1.333333,5,8
12,24,100,1.416667,7,18
12,24,100,1.208333,5,9
12,24,100,1,2,8
12,24,100,2.166667,4,8
12,24,100,1.208333,2,8
12,24,100,0.75,1,0
12,24,100,0.583333,1,9
12,24,100,1.416667,4,9
12,24,100,2.25,12,10
12,24,100,3.25,18,13
12,23,96,0.782609,2,8
12,24,100,1.583333,5,20
12,24,100,6.708333,63,10
12,24,100,1.791667,5,7
12,24,100,1.458333,4,9
12,24,100,0.958333,3,19
12,24,100,0.958333,3,8
12,24,100,6.583333,56,14
12,24,100,0.916667,2,8
12,24,100,0.708333,3,14
12,24,100,1.416667,5,9
12,23,96,1.391304,4,18
12,24,100,1.375,7,7
12,24,100,3.875,19,18
12,24,100,2.041667,8,9
12,24,100,0.041667,1,22
12,24,100,0.25,1,11
12,24,100,0.791667,3,19
12,24,100,2.958333,14,11
12,24,100,0.833333,2,12
12,24,100,0.208333,1,8
12,24,100,2.416667,17,13
12,24,100,2.375,12,13
12,24,100,0.916667,5,9
12,24,100,0.416667,1,11
12,24,100,1.166667,2,4
12,21,88,0.47619,2,23
12,24,100,2.25,5,3
12,24,100,0.791667,3,8
12,24,100,0.75,2,9
12,24,100,0.583333,1,0
12,24,100,1.25,6,9
12,24,100,0.958333,3,9
12,24,100,0.791667,2,9
12,24,100,1,4,9
12,24,100,1.125,4,10
12,24,100,2,10,11
12,24,100,2.166667,9,9
12,24,100,3.958333,13,11
12,24,100,9.458333,52,14
12,23,96,1.782609,5,18
12,24,100,1.208333,3,9
12,24,100,1.75,5,9
12,24,100,1.375,4,9
12,24,100,1.083333,3,9
12,24,100,1.125,2,9
12,24,100,1.291667,5,14
12,24,100,1.583333,4,10
12,24,100,1.958333,5,8
12,24,100,2.916667,13,9
12,24,100,1.333333,3,9
12,24,100,0.875,3,8
12,24,100,2,10,10
12,23,96,1.956522,5,12
12,24,100,0.916667,3,15
12,24,100,1.125,2,8
12,24,100,0.791667,2,8
12,24,100,0.833333,2,9
12,24,100,0.791667,2,9
12,24,100,0.791667,2,15
12,24,100,1,1,0
12,24,100,1.333333,3,14
12,24,100,1.75,10,15
12,24,100,1,1,0
12,24,100,1.125,2,9
12,24,100,1.166667,4,9
12,24,100,2.375,6,9
12,24,100,1.583333,5,9
12,23,96,1.347826,3,9
12,24,100,2.708333,24,9
12,24,100,3.083333,13,4
12,24,100,1.75,4,9
12,24,100,1.666667,4,9
12,24,100,2.166667,5,9
12,24,100,1.125,2,8
12,24,100,1.166667,2,3
12,24,100,1.916667,4,8
12,24,100,1.708333,5,10
12,24,100,1.166667,2,13
12,24,100,1.125,3,9
12,24,100,1.416667,4,12
12,24,100,0.708333,2,13
12,23,96,1.652174,4,9
12,24,100,0.958333,1,0
12,24,100,1.958333,19,9
12,24,100,2.541667,7,3
12,24,100,3.708333,20,8
12,24,100,3.125,10,7
12,24,100,1.916667,10,8
12,24,100,1.416667,5,9
12,24,100,1.958333,12,13
12,24,100,0.708333,1,0
12,24,100,1.458333,6,11
12,24,100,2.375,10,9
12,24,100,2.25,8,10
12,24,100,2.25,5,9
12,24,100,1.166667,2,0
12,23,96,1.695652,6,11
12,24,100,2.958333,10,16
12,24,100,1.875,6,9
12,24,100,0.625,1,0
12,24,100,1.666667,5,17
12,24,100,0.916667,2,11
12,24,100,0.833333,2,11
12,23,96,1.782609,5,12
12,24,100,1.25,3,15
12,24,100,2.125,9,12
12,24,100,4.041667,29,8
12,24,100,1.625,6,9
12,24,100,2.583333,13,13
12,24,100,1.083333,3,10
12,24,100,1.458333,4,10
12,24,100,3.916667,9,19
12,24,100,1.333333,3,9
12,24,100,1.208333,2,9
12,24,100,1.625,4,14
12,20,83,0.75,2,8
12,24,100,2.25,8,13
12,8,100,1.15,5.6,11
12,8,100,3.8625,11,11
12,8,100,0.6,1.3,2
12,8,100,1.4875,3.3,14
12,8,100,9.325,39,11
12,6,75,1.816667,4.3,8
12,7,88,1.428571,2.6,11
12,8,100,1.5625,5.3,11
12,8,100,1.9375,4,11
12,8,100,7.2375,28,11
12,8,100,0.525,1.6,20
12,5,63,3.1,6.3,23
12,6,75,2.733333,5.3,11
12,8,100,2.85,6.3,14
12,8,100,2.0625,7.3,17
12,8,100,6.0125,31.6,17
12,8,100,2.15,8,5
12,8,100,2.5125,6,14
12,8,100,0.8125,2.6,11
12,8,100,1.6375,5.3,11
12,8,100,2.9875,12.3,17
12,8,100,4.475,12,14
12,7,88,1.728571,4.3,23
12,8,100,4.5625,15,20
12,8,100,1.9,4,11
12,8,100,5.0125,18.3,11
12,6,75,2.633333,6,17
12,8,100,1.1375,2.6,11
12,7,88,1.214286,5,11
12,8,100,7.0625,30.6,17
12,8,100,3.6875,14.3,17
12,8,100,1.1875,3.3,11
12,8,100,11.3,75.3,14
12,7,88,5.457143,28,17
12,8,100,4,9.6,8
12,8,100,1.4375,3,14
12,8,100,1.8,4,20
12,8,100,0.2,1.6,14
12,8,100,1.0875,2,11
12,8,100,0.2,1.6,2
12,8,100,1.2625,3.3,5
12,8,100,0.6875,3,17
12,8,100,1.025,3.3,11
12,8,100,1.225,3.3,11
12,8,100,0.9,4,11
12,8,100,1.775,6,17
12,8,100,0.075,0.6,14
12,8,100,0.5625,2.6,17
12,8,100,0.45,1.3,14
12,7,88,3.614286,13.3,17
12,8,100,4.55,21,17
12,8,100,2.5625,8.3,14
12,8,100,3.35,9.3,23
12,8,100,0.45,2.3,2
12,8,100,0.5625,1.6,20
12,8,100,2.225,11.3,14
12,8,100,1.75,8.6,17
12,8,100,2.7375,10,17
12,8,100,0.9125,2.3,5
12,8,100,1.725,6.6,14
12,8,100,0.725,2,17
12,8,100,0.7375,3,14
12,8,100,5.85,24.6,14
12,7,88,2.742857,9,14
12,8,100,3.2125,7.3,11
12,8,100,2.125,5.6,8
12,8,100,1.9,8,20
12,8,100,6.775,41,14
12,8,100,0.525,2,11
12,8,100,0.6375,1.6,17
12,8,100,1.225,3.6,20
12,8,100,10.3375,51.6,14
12,8,100,7.35,29.3,17
12,8,100,0.6375,1.6,14
12,8,100,0.4125,2,14
12,8,100,6.8375,21.3,17
12,8,100,6.25,11.6,5
12,8,100,1.3125,4,11
12,7,88,4.8,27,17
12,8,100,3.5,9.3,17
12,8,100,9,45,14
12,8,100,0.075,0.3,14
12,8,100,0.6,1.6,17
12,8,100,0.7375,1.3,11
12,8,100,2.375,6.6,17
12,7,88,0.414286,1,2
12,8,100,8.7375,46,11
12,8,100,5.2875,24,14
12,8,100,0.2875,1,8
12,8,100,2.2125,5.6,5
12,8,100,1.1375,2,8
12,8,100,1.725,4,20
12,6,75,2.15,4.3,17
12,8,100,2.95,9,17
12,8,100,6.1375,26.6,14
12,8,100,1.4,6,17
12,8,100,4.25,12,14
12,8,100,11.3625,60,17
12,8,100,6.775,20,11
12,8,100,0.975,1.6,11
12,8,100,1.55,3,14
12,8,100,2.175,3,11
12,8,100,2.225,7.3,11
12,8,100,4.2,10,11
12,7,88,0.3,0.6,11
12,8,100,0.7375,3,17
12,8,100,9.4,48.3,14
12,8,100,3.4,10.6,14
12,8,100,0.275,1.3,11
12,8,100,0.6875,2.6,11
12,8,100,7.325,50.3,14
12,8,100,0.925,3.6,17
12,8,100,2.075,6,8
12,8,100,4.5375,13.6,17
12,8,100,0.725,2,14
12,8,100,0.4,2.6,17
12,8,100,4.6,13.3,14
12,8,100,0.9,2,20
12,7,88,1.828571,6.3,17
12,8,100,1.7625,4,17
12,8,100,1.9,6,14
12,8,100,3.65,15,20
12,8,100,3.7625,17.6,14
12,8,100,9.8875,53.6,14
12,8,100,5.6375,22,17
12,8,100,2.7625,9.3,14
12,8,100,9.5,25,14
12,8,100,4.6,14.3,17
12,8,100,9.0625,41.6,17
12,8,100,18,71.6,17
12,8,100,9.8375,25.6,14
12,8,100,1.7,3.3,14
12,7,88,1.6,2.6,20
12,8,100,2.675,6,8
12,8,100,7.175,21.3,11
12,8,100,6.9375,15.6,11
12,8,100,9.425,50.6,14
12,8,100,3.4875,10,17
12,8,100,0.925,2.6,17
12,8,100,0.8625,1.6,11
12,8,100,1.1375,1.6,8
12,8,100,5.3375,20.3,17
12,8,100,2.6,12.6,14
12,8,100,10.225,51.6,11
12,8,100,9.85,35,11
12,8,100,6.7625,24.3,14
12,8,100,2.0625,3.6,17
12,7,88,4.671429,11.6,8
12,8,100,2.3,3.6,11
12,8,100,1.925,2.6,14
12,8,100,8.8375,16.3,11
12,8,100,1.225,1.6,2
12,8,100,4.8,9.6,8
12,8,100,2.8375,6,20
12,8,100,9.525,49,17
12,8,100,2.3875,6,14
12,8,100,3.275,8.6,17
12,8,100,1.2,3,23
12,8,100,1.8375,6.3,23
12,8,100,4.9625,14.6,8
12,8,100,4.475,14.6,11
12,7,88,1.785714,3.3,20
12,8,100,4.1875,21,14
12,8,100,1.4,2,8
12,8,100,1.5625,4.6,23
12,8,100,2.8125,6,14
12,8,100,3.4125,12,11
12,8,100,1.4,2.3,23
12,8,100,2.15,5.6,8
12,8,100,1.125,2,23
12,8,100,1.9875,4.3,2
12,8,100,2.9875,7,23
12,8,100,3.6625,10,20
12,8,100,2.3,6.6,14
12,8,100,1.6875,3,8
12,7,88,1.742857,2.3,11
12,8,100,1.8,3,8
12,8,100,3.3125,5.3,8
12,8,100,1.6,2.6,14
12,8,100,1.325,2,20
12,8,100,1.9,3.6,17
12,8,100,3.0875,8.3,11
12,6,75,3.15,7,17
12,8,100,3.775,11.3,14
12,8,100,0.8625,6.6,17
12,8,100,0.225,0.6,14
12,8,100,0.6125,2.3,8
12,8,100,0.975,1.6,8
12,8,100,1.725,10.6,14
12,8,100,3.925,14.3,14
12,7,88,4.028571,13,11
12,8,100,0.9875,5,11
12,8,100,2.225,13.3,14
12,8,100,0.4875,3,17
12,8,100,4.35,22,14
12,8,100,1.8125,7,11
12,8,100,2.6875,11.6,11
12,8,100,8.7625,26.6,17
12,8,100,2.5125,8.6,17
12,8,100,7.6125,29,11
12,8,100,3.8875,17.6,11
12,8,100,6.675,26.6,11
12,8,100,2.025,6,17
12,8,100,3.1,8.3,14
12,8,100,2.1375,5.6,14
12,7,88,4.114286,21.3,14
12,8,100,0.275,1,11
12,8,100,2.6,15.3,14
12,8,100,5.725,28.6,11
12,8,100,6.8375,21,14
12,8,100,5.15,20,14
12,8,100,2.6375,13.6,11
12,8,100,8.775,48.3,11
12,8,100,1.7375,9,14
12,8,100,2.4,9.3,17
12,8,100,2.1125,8,11
12,7,88,3.028571,14.3,11
12,8,100,5.15,26,11
12,8,100,2.25,6.3,8
12,8,100,0.9,4.6,17
12,8,100,0.7,2,2
12,8,100,0.65,2.6,17
12,8,100,0.6875,1.6,2
12,8,100,2.1,5.3,17
12,8,100,0.75,1.6,14
12,8,100,0.6875,2,5
12,8,100,0.9,2.3,17
12,8,100,2.5625,14.3,17
12,8,100,6.15,18,11
12,8,100,1.925,5.3,8
12,8,100,2.925,9.3,11
12,7,88,1.271429,4,11
12,8,100,0.4875,2,11
12,8,100,2.225,14.6,14
12,8,100,3.675,18,11
12,8,100,3.5625,8.3,11
12,8,100,1.3,3,17
12,8,100,1.3875,4,20
12,8,100,1.175,2.3,11
12,8,100,0.9875,1.3,8
12,8,100,2.1625,3.3,11
12,8,100,1.2,2,11
12,8,100,0.7375,1,2
12,8,100,0.575,1,11
12,8,100,1.3875,2.6,11
12,8,100,2.2125,6.6,11
12,8,100,3.225,12.3,14
12,7,88,0.671429,1.6,11
12,8,100,1.5625,3,20
12,8,100,6.675,46.6,11
12,8,100,1.775,3.3,8
12,8,100,1.4375,2.3,11
12,8,100,0.9375,1.6,20
12,8,100,0.9375,1.6,8
12,8,100,6.5625,25,14
12,8,100,0.8875,1.3,8
12,8,100,0.7,2,14
12,8,100,1.4,3.6,11
12,7,88,1.4,3,23
12,8,100,1.3625,4,8
12,8,100,3.8625,11,20
12,8,100,2.025,5.3,11
12,8,100,0.0375,0.3,23
12,8,100,0.2375,1,14
12,8,100,0.7875,2.3,20
12,8,100,2.925,10,11
12,8,100,0.8,1.6,14
12,8,100,0.2,1,11
12,8,100,2.4,9.3,14
12,8,100,2.3625,6,14
12,8,100,0.8875,2.6,11
12,8,100,0.4,1,14
12,8,100,1.1375,1.6,5
12,7,88,0.457143,1.3,23
12,8,100,2.225,3.3,2
12,8,100,0.775,1.6,8
12,8,100,0.7375,1.6,11
12,8,100,0.5625,1,11
12,8,100,1.2375,4.3,11
12,8,100,0.9375,2.6,11
12,8,100,0.775,1.3,11
12,8,100,0.975,2.6,11
12,8,100,1.1,3,11
12,8,100,1.975,5.6,14
12,8,100,2.15,7.3,11
12,8,100,3.925,10.3,11
12,8,100,9.45,38.3,14
12,7,88,1.728571,2.6,20
12,8,100,1.2,2.3,11
12,8,100,1.7375,4,11
12,8,100,1.3625,2.3,11
12,8,100,1.05,2.3,11
12,8,100,1.125,2,11
12,8,100,1.275,2.6,14
12,8,100,1.5625,3.3,11
12,8,100,1.9375,3.6,17
12,8,100,2.8875,9.6,11
12,8,100,1.3,2.6,11
12,8,100,0.85,1.3,11
12,8,100,1.975,8,11
12,7,88,1.642857,3.3,11
12,8,100,0.8875,1.6,17
12,8,100,1.1125,1.6,11
12,8,100,0.775,1.3,11
12,8,100,0.8125,1.3,11
12,8,100,0.775,1.3,11
12,8,100,0.7625,1.3,17
12,8,100,1,1,2
12,8,100,1.3125,2,14
12,8,100,1.7375,5,14
12,8,100,1,1,2
12,8,100,1.125,2,11
12,8,100,1.1375,2.3,11
12,8,100,2.3625,4,11
12,8,100,1.575,3,8
12,7,88,1.357143,2,11
12,8,100,2.6875,12.6,11
12,8,100,3.0625,9,5
12,8,100,1.725,3.6,11
12,8,100,1.6625,3,11
12,8,100,2.15,4,11
12,8,100,1.1125,1.6,17
12,8,100,1.15,1.6,5
12,8,100,1.8875,3,8
12,8,100,1.6875,4,11
12,8,100,1.15,1.6,14
12,8,100,1.125,2,11
12,8,100,1.4,2.6,14
12,8,100,0.6875,1.6,14
12,7,88,1.457143,2.6,11
12,8,100,0.95,1,2
12,8,100,1.9375,9.3,11
12,8,100,2.5125,6,5
12,8,100,3.675,14.3,8
12,8,100,3.1125,8.3,8
12,8,100,1.8875,4.3,8
12,8,100,1.4,3.3,11
12,8,100,1.9375,6.6,14
12,8,100,0.7,1,2
12,8,100,1.425,4.3,11
12,8,100,2.35,5.6,11
12,8,100,2.25,5,11
12,8,100,2.225,4,11
12,8,100,1.1375,1.6,23
12,7,88,1.514286,4.3,11
12,8,100,2.9375,8,17
12,8,100,1.85,4.6,11
12,8,100,0.6,1,2
12,8,100,1.65,3.3,17
12,8,100,0.9,1.3,11
12,8,100,0.825,2,14
12,7,88,1.614286,4,14
12,8,100,1.2375,2,17
12,8,100,2.1,6.6,14
