State Code,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI
12,100,0.4,0.4,0,0
12,100,0.395833,0.4,0,0
12,100,0.4125,0.5,1,0
12,100,0.570833,1.5,13,1
12,100,0.541667,1.2,14,1
12,50,0.275,0.4,0,0
12,100,0.108333,0.2,8,0
12,100,0.066667,0.1,0,0
12,100,0.170833,0.4,15,0
12,100,0.179167,0.4,11,0
12,100,0.075,0.1,0,0
12,100,0.05,0.1,0,0
12,92,0.109091,0.3,10,0
12,100,0.0375,0.1,13,0
12,100,0.120833,0.3,12,0
12,100,0.0625,0.1,0,0
12,100,0.079167,0.1,4,0
12,100,0.1125,0.3,14,0
12,100,0.145833,0.4,10,0
12,100,0.095833,0.2,8,0
12,100,0.154167,0.3,10,0
12,100,0.083333,0.1,0,0
12,100,0.091667,0.2,16,0
12,100,0.075,0.2,14,0
12,100,0.066667,0.1,0,0
12,100,0.0625,0.1,0,0
12,75,0.327778,1.1,16,1
12,100,0.0625,0.2,14,0
12,100,0.079167,0.2,12,0
12,100,0.083333,0.1,1,0
12,100,0.045833,0.1,0,0
12,100,0.020833,0.1,11,0
12,100,0.058333,0.1,4,0
12,88,0.17619,0.5,15,0
12,100,0.233333,0.7,11,0
12,100,0.1,0.2,11,0
12,100,0.033333,0.1,0,0
12,100,0.025,0.1,11,0
12,100,0.054167,0.1,3,0
12,100,0.041667,0.2,4,0
12,92,0.013636,0.1,9,0
12,100,0,0,0,0
12,100,0.008333,0.1,7,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.025,0.1,11,0
12,100,0.016667,0.1,10,0
12,100,0,0,0,0
12,100,0.008333,0.1,16,0
12,100,0.020833,0.1,15,0
12,100,0.0875,0.1,2,0
12,100,0.129167,0.2,11,0
12,100,0.070833,0.1,0,0
12,92,0.063636,0.1,0,0
12,100,0.05,0.1,0,0
12,100,0.058333,0.2,14,0
12,100,0.083333,0.1,0,0
12,100,0.054167,0.1,8,0
12,100,0.020833,0.1,0,0
12,54,0.038462,0.1,19,0
12,100,0.0875,0.1,0,0
12,100,0.025,0.1,3,0
12,100,0.125,0.4,13,0
12,100,0.154167,0.3,11,0
12,100,0.104167,0.2,11,0
12,100,0.1,0.1,0,0
12,100,0.108333,0.2,10,0
12,100,0.108333,0.2,10,0
12,100,0.120833,0.2,1,0
12,88,0.119048,0.2,0,0
12,100,0.104167,0.2,11,0
12,100,0.116667,0.2,11,0
12,100,0.091667,0.1,0,0
12,92,0.104545,0.2,8,0
12,100,0.091667,0.1,2,0
12,100,0.1,0.1,0,0
12,100,0.1,0.1,0,0
12,100,0.1,0.1,0,0
12,100,0.158333,0.4,11,0
12,100,0.120833,0.2,10,0
12,83,0.105,0.2,16,0
12,100,0.1375,0.2,11,0
12,100,0.141667,0.3,10,0
12,100,0.1,0.1,0,0
12,100,0.095833,0.1,0,0
12,100,0.1,0.1,0,0
12,100,0.1,0.1,0,0
12,100,0.1125,0.2,10,0
12,100,0.095833,0.1,0,0
12,100,0.091667,0.1,0,0
12,100,0.108333,0.2,12,0
12,88,0.128571,0.4,10,0
12,100,0.104167,0.2,23,0
12,100,0.120833,0.2,0,0
12,100,0.145833,0.2,7,0
12,100,0.1625,0.3,14,0
12,100,0.1375,0.2,7,0
12,100,0.141667,0.2,7,0
12,100,0.1,0.1,0,0
12,100,0.1,0.1,0,0
12,100,0.1,0.1,0,0
12,100,0.1,0.1,0,0
12,100,0.195833,0.4,11,0
12,100,0.108333,0.2,11,0
12,75,0.127778,0.2,13,0
12,83,0.215,0.6,11,0
12,100,0.2125,0.5,11,0
12,100,0.158333,0.3,15,0
12,79,0.105263,0.2,17,0
12,79,0.1,0.1,0,0
12,100,0.1,0.1,0,0
12,100,0.225,0.5,10,0
