State Code,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI
12,100,0.0375,0.2,13,0
12,100,0,0,0,0
12,88,0,0,0,0
12,100,0.095833,0.4,13,0
12,100,0.120833,0.4,9,0
12,100,0.095833,0.4,17,0
12,100,0.020833,0.2,19,0
12,88,0,0,0,0
12,100,0.0375,0.2,7,0
12,100,0.045833,0.2,9,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.004167,0.1,18,0
12,100,0.020833,0.2,15,0
12,100,0,0,0,0
12,100,0.004167,0.1,22,0
12,100,0.0125,0.1,8,0
12,100,0,0,0,0
12,88,0,0,0,0
12,100,0,0,0,0
12,100,0.004167,0.1,11,0
12,100,0,0,0,0
12,100,0.016667,0.1,18,0
12,100,0.0125,0.2,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.029167,0.1,11,0
12,100,0,0,0,0
12,100,0.020833,0.1,7,0
12,100,0.054167,0.2,6,0
12,100,0.008333,0.1,0,0
12,100,0.008333,0.1,12,0
12,88,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.0125,0.1,7,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,88,0.019048,0.1,7,0
12,100,0.083333,0.2,7,0
12,100,0.029167,0.1,2,0
12,100,0.004167,0.1,1,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.0125,0.1,7,0
12,100,0.029167,0.1,0,0
12,100,0,0,0,0
12,100,0.0375,0.1,5,0
12,88,0.042857,0.3,20,0
12,100,0.0375,0.2,10,0
12,100,0.0375,0.2,10,0
12,100,0.033333,0.2,15,0
12,100,0.05,0.2,11,0
12,88,0.02381,0.2,10,0
12,100,0.054167,0.2,11,0
12,100,0.083333,0.3,11,0
12,100,0.0375,0.1,0,0
12,100,0,0,0,0
12,75,0,0,0,0
12,100,0.041667,0.2,16,0
12,100,0.183333,0.9,14,0
12,100,0.1,0.4,11,0
12,100,0.066667,0.3,11,0
12,100,0.045833,0.1,3,0
12,100,0.016667,0.1,0,0
12,100,0.004167,0.1,7,0
12,100,0.05,0.6,12,0
12,100,0.070833,0.8,17,0
12,100,0.1125,0.7,11,0
12,100,0.108333,0.4,20,0
12,100,0.033333,0.2,14,0
12,100,0.020833,0.1,11,0
12,92,0.004545,0.1,11,0
12,100,0.020833,0.1,9,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.004167,0.1,7,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.004167,0.1,7,0
12,100,0,0,0,0
12,100,0,0,0,0
12,100,0.004167,0.1,6,0
12,100,0,0,0,0
12,88,0.109524,0.6,16,0
12,100,0.016667,0.1,6,0
12,100,0,0,0,0
12,100,0,0,0,0
